1925.9,4206.1,618.98,2876.4,2914.5,1.3407e+05,0.56783,-200.56,189.94,57.613,0.94712,2.5067,1.258,-0.37027,-79.075,60.223,17.259,-0.9585,0.37213,1.302,-0.92877,-10.786,12.354,2.024,0.051217,0.01103,2.9491,0.17046,1
2512,4569.1,554.22,2938,3106.5,1.0252e+05,1.1002,-321.68,388.29,102.86,3.7362,3.8274,0.94566,0.51143,-28.169,46.17,10.307,-0.21931,0.45396,1.5939,0.82781,-4.8309,3.8873,1.1683,-0.14644,-0.10195,3.0184,0.046549,0
2507.2,4069.5,495.82,2890.9,3105.2,1.0247e+05,0.85893,-297.29,396.46,110.62,-3.769,1.7805,0.99403,0.97317,-32.062,49.399,10.219,0.075318,0.67459,1.6461,1.3071,-5.449,2.6621,1.2197,0.091233,0.031048,3.2057,-1.1288,0
1626,3694,423.55,2925.2,2837.2,1.1065e+05,-0.87235,-77.954,89.072,24.751,2.2703,1.3747,1.115,-0.0029507,-20.068,11.924,5.892,0.83174,0.0375,1.6456,-0.52087,-4.027,5.4103,1.523,0.016564,0.11606,2.9145,0.25178,1
2661.9,4400.8,522.51,3060.2,3243.5,1.0703e+05,0.86213,-337.72,405.72,114.22,4.4093,2.8743,1.1546,0.48911,-47.963,50.118,12.499,0.69644,0.25291,1.8635,0.71071,-3.9129,4.6848,1.1697,0.020838,-0.0047022,3.1864,0.14104,1
2545.6,3300.9,190.31,2729,2805.2,1.2623e+05,1.738,-307.2,284.96,78.851,0.3631,0.11654,1.8535,-0.04188,-26.256,38.396,7.5145,-0.1334,0.7398,1.6478,1.3223,-5.5088,6.2462,1.5295,0.28843,0.14395,3.0643,-0.0058797,0
2633.4,3657.7,220.5,2819.3,2899,1.2176e+05,2.0117,-381.62,330.62,95.501,-0.21448,-0.62696,1.5326,-0.4027,-21.092,45.37,8.3602,-0.8321,0.47411,1.1336,2.1137,-5.1201,10.826,1.8173,-0.23827,-0.13009,2.5811,2.1218,0
2639.4,4086.7,466.28,3073.7,3204.5,1.0575e+05,0.64096,-309.61,349.39,102.42,0.47231,-1.1874,1.3291,0.42325,-31.495,41.066,9.7405,0.97724,0.39977,1.3273,0.65191,-3.8844,1.927,1.0642,-0.26598,-0.19569,2.4123,-0.22129,0
1891.2,3196.3,282.38,2743.3,2788.6,1.1991e+05,-0.90313,-136.3,137.42,42.033,-0.5062,0.1217,1.3991,0.027008,-48.582,78.227,11.988,-1.5724,0.058356,0.96124,2.6473,-15.063,13.859,2.5612,-0.02225,-0.079984,2.7819,-1.1595,1
2309.8,4199.2,549.41,2735.4,2938.4,96966,0.91229,-331.35,421.21,115.65,-0.52114,2.3395,1.481,0.72956,-49.575,52.842,13.567,0.61283,0.45499,1.1099,0.53222,-4.15,2.9936,1.247,0.0064968,-0.068647,3.0463,-0.22792,0
2543,3534.4,187.63,2710.7,2765.2,1.2443e+05,2.3707,-342.87,252.19,76.406,0.17318,-3.1184,2.1398,-1.3125,-29.739,32.322,9.3241,-0.54527,0.69461,1.2226,0.68244,-5.2904,4.2348,1.5408,0.0066609,-0.081431,2.8118,-0.34341,0
1707.6,3431.7,360.58,2816,2895.1,1.3028e+05,-1.0225,-106.51,185.77,45.144,-0.036751,0.17401,1.5118,1.3044,-97.456,88.523,17.698,-1.2809,0.38784,1.0512,-0.23465,-12.239,10.949,2.318,-0.15262,-0.096905,2.6565,-0.39076,1
2536.3,3615.5,196.24,2722.8,2780.6,1.2235e+05,2.5819,-392.76,279.86,87.674,-0.33595,-4.0928,1.7752,-1.4408,-27.553,38.397,9.5553,-0.10761,0.91795,1.4101,1.7981,-6.1524,5.5006,1.5364,0.25827,0.30698,2.7201,-0.60052,0
2576.6,3593.6,191.32,2712.5,2763.1,1.2158e+05,2.6622,-368.45,269.57,84.388,-0.57838,-3.9588,1.4705,-1.2455,-29.396,36.671,8.7816,-0.69288,0.80065,1.2011,1.639,-6.6305,5.0772,1.4906,-0.033876,0.017373,3.0334,-0.2487,0
1919.5,3476.7,343.87,2876.5,2933,1.3492e+05,-0.84348,-115.52,158.66,42.25,0.35924,-0.54615,1.6362,0.67253,-69.756,72.942,12.826,-0.45183,0.094269,1.3796,0.29283,-12.174,6.7016,1.851,-0.017522,-0.12308,2.8827,-1.3404,1
2568.7,3561.8,225.4,2739.2,2811.7,1.209e+05,1.9529,-365,315.18,86.904,0.87892,-0.41291,1.8001,-0.53207,-20.211,42.76,8.3444,-0.73284,0.54097,1.4069,1.7057,-6.7334,9.3283,1.8533,-0.037827,0.0066993,2.6987,0.74597,0
2562.9,3665.4,214.59,2742.1,2813.1,1.294e+05,2.2631,-349.93,279.04,80.745,-0.64259,-2.8544,1.3562,-0.81657,-33.92,35.35,8.3491,0.53558,0.65336,2.2719,0.43706,-5.2912,6.6674,1.3524,0.025681,0.019717,3.0327,0.39577,0
2552.2,3671.8,238.28,2756.5,2848.7,1.1964e+05,1.9988,-396.59,336.57,97.893,-0.12633,-1.5645,1.402,-0.51288,-14.482,45.505,7.4409,0.42786,0.81348,1.9523,2.8623,-7.6911,9.597,1.8121,-0.197,-0.1093,2.6722,0.96937,0
2496.6,4270.4,534.99,2900.5,3062.9,1.0108e+05,0.9373,-232.68,262.18,84.994,-0.91616,-1.4334,0.99403,0.34076,-49.807,34.789,11.582,-0.13769,-0.23448,1.7296,-0.96105,-5.488,4.2837,1.4012,0.0054744,-0.067616,3.1313,-0.43798,0
2508.4,4393,597.09,2973.1,3175.8,98451,0.74033,-250.59,372.98,92.136,4.1349,8.3819,1.3054,1.3662,-33.161,50.135,11.575,-0.080066,0.90515,1.7828,1.4941,-9.0657,7.2258,1.7335,-0.072098,-0.048578,2.7052,-0.4263,0
2404.7,4243.5,532,2815.9,3001.7,96056,0.87264,-257.77,333.13,93.639,3.1545,1.653,1.1511,0.69789,-41.642,39.17,13.261,0.34357,0.48869,1.8731,-0.091543,-7.9282,10.805,1.8976,-0.18718,-0.15026,2.9827,0.91095,1
2137.5,3974,597.61,2648.3,2847,91103,0.72156,-268.63,339.12,100.57,-4.9058,-1.9476,0.92836,0.6765,-31.37,39.444,11.487,-0.5215,-0.21624,1.6089,0.48838,-5.0856,4.5399,1.3152,0.011552,0.063076,2.8974,0.15068,1
2245.9,4088.5,369.56,3208.4,3179.4,1.2082e+05,-0.36969,-68.938,84.965,23.782,0.052771,0.14562,1.5885,0.29323,-15.584,10.601,5.4516,0.99477,0.029602,1.4719,-0.29838,-3.6816,3.1477,1.3358,-0.024953,-0.074349,2.7656,-0.1146,1
1803.5,3389.5,332.29,2813.2,2854,1.2272e+05,-0.93441,-203.36,110.42,49.447,-0.35935,1.0337,0.99649,-1.1329,-63.883,59.827,13.045,0.86821,-0.35954,1.763,0.62737,-20.344,16.616,2.9226,-0.23085,-0.26115,2.7488,-1.0086,1
2487,4192.9,511.55,2790.5,3003.3,1.0211e+05,1.0165,-314.83,378.52,99.128,0.99534,1.0267,1.1614,0.62593,-29.762,46.78,10.551,0.37053,0.51998,1.7285,1.006,-5.8096,6.856,1.4904,-0.18761,0.021012,2.7123,-0.08488,1
2598.8,3474.9,172.35,2754.8,2810.8,1.2649e+05,2.242,-343.31,252.59,76.963,-0.19639,-3.0915,1.5024,-1.2837,-27.195,31.687,7.3869,0.020204,0.41867,1.5693,1.7064,-4.8711,4.627,1.4783,-0.084965,-0.09972,3.1109,0.20121,0
2350.7,4202.6,541.89,2688.5,2893.4,92588,1.0503,-321.3,402.4,116.36,-0.98129,1.0948,1.3252,0.70757,-28.816,49.954,10.154,0.18983,0.35853,1.8731,1.5053,-7.3399,9.1411,1.8348,-0.0098226,-0.0070999,2.7996,0.40925,0
2607.7,3481.5,243.96,2753.4,2858,1.2861e+05,1.7186,-297.58,325.41,77.032,0.4172,2.858,1.5212,0.67084,-57.287,55.906,12.79,0.70214,0.72343,1.9026,0.46757,-7.7306,9.1651,1.7963,-0.065525,-0.057543,2.7324,0.56558,0
