0.24157,0.016807,0,0.30949,0.20738,0.18695,0.6176,0.022727,0.43322,0.37643,0.39101,0.21445,0.47628,1
0.22022,0.02521,0.11538,0.27235,0.066784,0.07231,0.63621,0.037879,0.56336,0.51555,0.52579,0.21821,0.5363,1
0.26067,0.022409,0.11538,0.27098,0.38137,0.36508,0.74619,0.24242,0.39726,0.50573,0.52413,0.29044,0.5092,1
0.408,0.74713,0.42857,0.62541,0.32813,0.096774,0.052147,0.045802,0.017391,0.54867,0.48077,0.86602,0.17361,0
0.384,0.70115,0,0.61889,0.39063,0.016129,0.042945,0.022901,0.0086957,0.41593,0.32692,0.82718,0.090278,0
0.25281,0.011204,0,0.25997,0.40598,0.40564,0.91709,0.098485,0.52568,0.47136,0.48087,0.21445,0.52759,1
0.30986,0.28223,0.041667,0.60117,0.0060484,0.089054,0.15814,0.060606,0.21241,0.57647,0.50219,0.57363,0.35846,0
0.488,0.75862,0.28571,0.70358,0.15625,0.19355,0.070552,0.0076336,0.043478,0.43363,0.35577,0.86408,0.14236,0
0.32042,0.14286,0.041667,0.74194,0.10081,0.12616,0.21395,0,0.090692,0.64706,0.66886,0.85275,0.47846,0
0.23708,0.0084034,0.076923,0.25722,0.15466,0.16049,0.77665,0.022727,0.63356,0.4419,0.45591,0.15576,0.49468,1
0.2993,0.11498,0,0.64223,0.074597,0.10575,0.1938,0.030303,0.27446,0.66588,0.68202,0.6967,0.43077,0
0.23483,0.0056022,0,0.23934,0.18102,0.18519,0.73942,0.068182,0.56849,0.48609,0.4975,0.20316,0.50339,1
0.22135,0.011204,0,0.29436,0.14938,0.14286,0.60914,0.05303,0.47774,0.44845,0.46755,0.2295,0.5092,1
0.26408,0.24739,0,0.67742,0.13911,0.0037106,0.1938,0.16667,0.30072,0.71765,0.79167,0.78242,0.29846,1
0.29577,0.15679,0.083333,0.77566,0.060484,0.0055659,0.051163,0.060606,0.18138,0.38588,0.47149,0.57143,0.33692,1
0.32394,0.073171,0.041667,0.69501,0.13306,0.13915,0.24031,0.030303,0.32697,0.65882,0.68421,0.65055,0.39077,0
0.28169,0.10453,0.083333,0.67449,0.070565,0.11317,0.1907,0,0.21718,0.36,0.45175,0.51868,0.28308,0
0.35563,0.094077,0.083333,0.71994,0.070565,0.06679,0.14884,0.045455,0.24821,0.63059,0.6557,0.69451,0.42154,0
0.22697,0.011204,0.076923,0.23796,0.26538,0.26808,0.82572,0.05303,0.57021,0.45499,0.46922,0.18962,0.51113,1
0.404,0.6092,0,0.7785,0.015625,0.29032,0.067485,0.022901,0.036957,0.46018,0.49038,0.88544,0.19444,0
0.22809,0.0028011,0.038462,0.24072,0.18629,0.18519,0.74958,0.10606,0.57877,0.54337,0.55075,0.22272,0.54889,1
0.22022,0.014006,0.038462,0.28198,0.093146,0.075838,0.47377,0.17424,0.39726,0.43208,0.44093,0.25282,0.40852,1
0.35563,0.19512,0,0.65836,0.16532,0.09462,0.069767,0.015152,0.27924,0.79765,0.78289,0.79341,0.39538,0
0.32394,0.031359,0.125,0.67155,0.034274,0.048237,0.15504,0.060606,0.33174,0.64706,0.69737,0.65934,0.39692,0
0.21573,0.0028011,0.076923,0.27235,0.21617,0.21517,0.68359,0.030303,0.47945,0.5581,0.57737,0.2784,0.56631,1
0.30634,0.16376,0.041667,0.83871,0.024194,0.087199,0.23721,0.05303,0.20048,0.44471,0.47149,0.55385,0.21538,0
0.24831,0.0028011,0.076923,0.21596,0.17575,0.16931,0.75635,0.045455,0.59589,0.5761,0.58735,0.23175,0.54114,1
0.3169,0.1324,0,0.71114,0.074597,0.11317,0.18295,0.0075758,0.20286,0.33647,0.39912,0.47912,0.24154,0
0.428,0.54023,0.28571,0.85668,0.1875,0.1129,0.02454,0.0076336,0.015217,0.45133,0.49038,0.86602,0.14583,0
0.436,0.51724,0,0.70684,0.0625,0.22581,0.070552,0.0076336,0.01087,0.36283,0.41346,0.82718,0.13194,0
0.32394,0.12544,0.041667,0.62463,0.022177,0.06308,0.16899,0.037879,0.33174,0.67294,0.71053,0.67253,0.42154,0
0.30986,0.10801,0.041667,0.6173,0.19355,0.15028,0.032558,0.068182,0.32697,0.87294,0.87281,0.83956,0.46154,1
0.3169,0.14286,0.083333,0.65689,0.072581,0.11317,0.2155,0.022727,0.41527,0.52235,0.55044,0.43516,0.31538,0
0.22809,0.011204,0.11538,0.29711,0.14236,0.12522,0.63621,0.015152,0.51199,0.5581,0.5807,0.26561,0.55954,1
0.46,0.58621,0,0.87622,0.015625,0.20968,0.079755,0.022901,0.041304,0.44248,0.44231,0.87961,0.16667,0
0.24944,0.011204,0.19231,0.27235,0.27592,0.26984,0.73435,0.12121,0.46747,0.43863,0.45591,0.22874,0.48596,1
0.492,0.5977,0.28571,0.76547,0,0.30645,0.076687,0.0076336,0.03913,0.36283,0.39423,0.86796,0.15625,0
0.25506,0.0056022,0.038462,0.24484,0.2478,0.25044,0.83587,0.083333,0.60103,0.50573,0.51248,0.19564,0.52856,1
0.27465,0.19512,0.125,0.60411,0.068548,0.0074212,0.13333,0.075758,0.29833,0.69647,0.70395,0.6967,0.42923,0
0.46,0.51724,0.42857,0.78176,0.078125,0.29032,0.08589,0.015267,0.0021739,0.36283,0.46154,0.84854,0.17014,0
0.472,0.7931,0.14286,0.71336,0.20312,0.17742,0.07362,0,0.047826,0.29204,0.22115,0.84078,0.097222,0
0.3169,0.12892,0.083333,0.64809,0.078629,0.10761,0.22016,0.022727,0.36038,0.58353,0.59649,0.53187,0.31538,0
0.476,0.54023,0.28571,0.7329,0.09375,0.40323,0.092025,0.022901,0.026087,0.42478,0.5,0.87767,0.19792,0
0.29577,0.20906,0.25,0.83871,0.048387,0.13915,0.30078,0.068182,0.23866,0.57882,0.58114,0.62857,0.24,0
0.412,0.64368,0.42857,0.74593,0.23437,0.1129,0.052147,0.053435,0.028261,0.40708,0.41346,0.86214,0.13194,0
0.26761,0.37979,0.875,0.64663,0.24395,0.038961,0.2031,0.12879,0.31742,0.64235,0.64035,0.61538,0.17692,1
0.3169,0.12544,0,0.69648,0.094758,0.040816,0.027907,0.015152,0.1957,0.48235,0.55263,0.63956,0.38462,0
0.468,0.74713,0.42857,0.78176,0.23437,0.096774,0.039877,0.030534,0.06087,0.46018,0.41346,0.89126,0.16667,0
0.32042,0.15331,0.083333,0.74487,0.14315,0.18924,0.22171,0.0075758,0.16706,0.65176,0.66009,0.77363,0.47385,0
0.376,0.62069,0.14286,0.63192,0.10938,0.14516,0.052147,0.0076336,0.019565,0.50442,0.47115,0.86602,0.16667,0
0.27465,0.10801,0.041667,0.62023,0.084677,0.12987,0.2062,0.030303,0.29117,0.57882,0.60746,0.60659,0.38154,0
0.37324,0.055749,0.125,0.79179,0.16734,0.15213,0.21705,0.030303,0.27208,0.54118,0.60088,0.61758,0.35077,0
0.33099,0.20557,0.125,0.6349,0.0080645,0.059369,0.13488,0.075758,0.21002,0.79059,0.76096,0.83516,0.62154,0
